Company (Maker-if known),Specific Bean Origin or Bar Name,REF,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin
Malmo,Chuao,1856,2016,70%,Sweden,3.0,"Blend-Forastero,Criollo",Venezuela
Mana,Conacado,821,2012,74%,U.S.A.,3.75,Matina,Dominican Republic
Mana,Peru,1219,2014,74%,U.S.A.,2.5,"Amazon, ICS",Peru
Mana,Venezuela,1219,2014,74%,U.S.A.,2.75,Forastero (Arriba) ASS,Venezuela
Mana,Ecuador,1446,2015,74%,U.S.A.,2.5,blend,Ecuador
Manifesto Cacao,Colombia,1331,2014,70%,Colombia,2.75,"Trinitario, TCGA",Colombia
Manoa,"Oahu, Winward, #151, Maunawili district",1007,2012,72%,U.S.A.,3.25,Forastero (Nacional),Hawaii
Manoa,"Hamakua, Hawaiian Crown, #176",1007,2012,72%,U.S.A.,2.75,Trinitario (Scavina),Hawaii
Manoa,"Liberia, #174",1003,2012,72%,U.S.A.,3.25,CCN51,Liberia
Manoa,Piura,1007,2012,72%,U.S.A.,3.0,Blend,Peru
Manoa,"Waiahole, O'ahu",1089,2013,72%,U.S.A.,3.75,Nacional,Hawaii
Manoa,Coto Brus,1522,2015,72%,U.S.A.,3.75,Trinitario,Costa Rica
Manoa,Markham Valley,1522,2015,72%,U.S.A.,3.5,Trinitario (Scavina),Papua New Guinea
Manoa,"Ucayali, batch 1041",2032,2017,70%,U.S.A.,3.25,Criollo (Ocumare 61),Peru
Manufaktura Czekolady,Grand Cru Dominican Republic,871,2012,70%,Poland,3.25,"Criollo, Forastero",Dominican Republic
Manufaktura Czekolady,Grand Cru Ecuador,875,2012,70%,Poland,3.25,Trinitario,Ecuador
Manufaktura Czekolady,Grand Cru Ghana,871,2012,70%,Poland,3.5,Forastero,Ghana
Manufaktura Czekolady,Kolumbia,1279,2014,85%,Poland,3.5,Trinitario (85% Criollo),Colombia
Manufaktura Czekolady,Porcelana,1255,2014,70%,Poland,3.75,Criollo,Venezuela
Manufaktura Czekolady,Johe,1844,2016,70%,Poland,3.75,Trinitario (85% Criollo),Nicaragua
Manufaktura Czekolady,Peru,1848,2016,70%,Poland,3.5,CCN51,Peru
Map,Zorzal Reserve,2040,2018,72%,U.S.A.,3.5,Criollo (Ocumare 77),Dominican Republic
Map Chocolate,Colombia,1610,2015,75%,U.S.A.,2.75,"Blend-Forastero,Criollo",Colombia
Map Chocolate,"ROIG, 2014",1474,2015,70%,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic
Map Chocolate,Ecuador,1478,2015,70%,U.S.A.,3.5,Trinitario,Ecuador
Map Chocolate,Le Chocolat Chaud,1634,2015,78%,U.S.A.,3.5,Forastero (Amelonado),Honduras
Map Chocolate,"A case of the Xerces Blues, triple roast",1606,2015,70%,U.S.A.,3.5,Criollo,Nicaragua
Map Chocolate,"Maranon, 2014",1474,2015,62%,U.S.A.,3.5,Forastero (Nacional),Peru
Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",1606,2015,68%,U.S.A.,3.5,Criollo,Peru
Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",1610,2015,72%,U.S.A.,3.0,Forastero (Amelonado),Tanzania
Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",1606,2015,70%,U.S.A.,2.75,Trinitario,Trinidad
Map Chocolate,"Ben Tre, Surprise Valley",1896,2016,75%,U.S.A.,3.25,Trinitario,Vietnam
Map Chocolate,"Lam Dong, ""Red Poppy""",1956,2017,73%,U.S.A.,3.0,Criollo,Vietnam
Marana,Piura,1872,2016,70%,Peru,3.0,"Criollo, Trinitario",Peru
Marana,San Martin,1884,2016,70%,Peru,3.0,Beniano,Peru
Marana,Cusco,1884,2016,70%,Peru,2.75,Forastero (Amelonado),Peru
Marigold's Finest,Cacao Nib Crunch,1808,2016,75%,Canada,3.25,Matina,"Trinidad, Tobago"
Marou,Ba Ria,845,2012,76%,Vietnam,3.5,Trinitario,Vietnam
Marou,Dong Nai,845,2012,72%,Vietnam,3.5,Trinitario,Vietnam
Marou,"Tien Giang, Gao Co-op",845,2012,70%,Vietnam,3.5,Trinitario,Vietnam
Marou,Ben Tre,849,2012,78%,Vietnam,3.5,Trinitario,Vietnam
Marou,Lam Dong,955,2012,74%,Vietnam,3.5,Trinitario,Vietnam
Marou,Tien Giang,895,2012,80%,Vietnam,3.0,Trinitario,Vietnam
Marou,"Tan Phu Dong, Treasure Island",1149,2013,75%,Vietnam,3.5,Trinitario,Vietnam
Marou,"Dak Lak, Batch 2451",1650,2015,70%,Vietnam,3.75,Trinitario,Vietnam
Marou,Ben Tre,1650,2015,68%,Vietnam,3.5,Trinitario,Vietnam
Marou,"Tan Phu Dong Island, Heart of Darkness",1650,2015,85%,Vietnam,3.25,Trinitario,Vietnam
Mars,"Matina 1-6, prototype",537,2010,65%,U.S.A.,3.0,Amazon mix,Costa Rica
Mars,"Ghana, prototype",544,2010,65%,U.S.A.,3.5,Forastero,Ghana
Mars,Ivory Coast,544,2010,65%,U.S.A.,3.0,Forastero (Amelonado),Ivory Coast
Mars,Nigeria,544,2010,65%,U.S.A.,3.25,Trinitario (85% Criollo),Nigeria
Marsatta,Dominican Republic,1189,2013,89%,U.S.A.,2.5,Matina,Dominican Republic
Marsatta,Dominican Republic,1189,2013,74%,U.S.A.,2.25,Forastero (Arriba),Dominican Republic
Martin Mayer,Alto Beni,1836,2016,76%,Austria,2.75,Forastero (Arriba) ASSS,Bolivia
Martin Mayer,Tumaco,1836,2016,74%,Austria,3.25,"Blend-Forastero,Criollo",Colombia
Martin Mayer,Pisa,1836,2016,82%,Austria,3.0,Trinitario (85% Criollo),Haiti
Mast Brothers,"Dominican Republic, Coop",572,2010,70%,U.S.A.,3.25,Trinitario (85% Criollo),Dominican Republic
Mast Brothers,Ocumare de la Costa,572,2010,75%,U.S.A.,3.0,"Criollo, Trinitario",Venezuela
Mast Brothers,Patanemo,572,2010,81%,U.S.A.,2.75,Criollo,Venezuela
Mast Brothers,Moho River,773,2011,70%,U.S.A.,3.5,Trinitario,Belize
Mast Brothers,"La Red de Guanconejo, N. Highlands coop",777,2011,74%,U.S.A.,3.75,Matina,Dominican Republic
Mast Brothers,Conacado,777,2011,73%,U.S.A.,3.25,blend,Dominican Republic
Mast Brothers,Papua New Guinea,777,2011,71%,U.S.A.,2.75,Matina,Papua New Guinea
Mast Brothers,San Martin,777,2011,75%,U.S.A.,3.0,"Trinitario, TCGA",Peru
Mast Brothers,"Chuao, Med. Roast",701,2011,76%,U.S.A.,3.0,Trinitario,Venezuela
Mast Brothers,"Chuao, Dark Roast",709,2011,70%,U.S.A.,3.0,Trinitario,Venezuela
Mast Brothers,"Chuao, Light Roast",713,2011,81%,U.S.A.,2.75,Trinitario,Venezuela
Mast Brothers,Brooklyn Blend,672,2011,72%,U.S.A.,3.5,Forastero (Catongo),Honduras
Mast Brothers,Madagascar,999,2012,72%,U.S.A.,2.5,Trinitario,Venezuela
Mast Brothers,Shake Shack,959,2012,73%,U.S.A.,3.5,Blend,"Peru, Mad., Dom. Rep."
Mast Brothers,Chuao,999,2012,73%,U.S.A.,2.75,Trinitario,Venezuela
Mast Brothers,French Laundry 20th Anniversary,1359,2014,75%,U.S.A.,3.75,Blend,"Peru, Belize"
Mast Brothers,Guatemala,1450,2015,76%,U.S.A.,3.0,"Forastero(Arriba, CCN)",Guatemala
Mast Brothers,Tanzania,1450,2015,74%,U.S.A.,3.25,blend,Tanzania
Matale,"Somia, 2013",1177,2013,68%,Australia,4.0,Trinitario,Madagascar
Matale,"Kulili P., 2013",1177,2013,74%,Australia,4.0,Trinitario,Papua New Guinea
Matale,Blend,1181,2013,70%,Australia,3.75,Trinitario,"PNG, Vanuatu, Mad"
Matale,"Malekula P., 2013",1177,2013,72%,Australia,3.5,Trinitario,Vanuatu
Maverick,Maya Mountain,1367,2014,70%,U.S.A.,3.25,Trinitario,Belize
Maverick,Elvesia,1367,2014,70%,U.S.A.,3.25,Criollo (Ocumare 67),Dominican Republic
Maverick,"Morropon, Norandiono Coop, Piura",1430,2014,63%,U.S.A.,3.5,Criollo,Peru
Maverick,Tumbes,1430,2014,82%,U.S.A.,3.25,Criollo,Peru
Mayacama,Hispaniola,1728,2016,72%,U.S.A.,3.0,"Trinitario, Nacional",Dominican Republic
Meadowlands,Belize,1287,2014,70%,U.S.A.,3.0,Trinitario,Belize
Meadowlands,Bolivia,1287,2014,70%,U.S.A.,2.5,Trinitario,Bolivia
Meadowlands,Dominican Republic,1291,2014,70%,U.S.A.,3.5,"Forastero, Trinitario",Dominican Republic
Meadowlands,"Nicaragua, w/ inbs",1291,2014,70%,U.S.A.,3.0,"Criollo, Forastero",Nicaragua
Meadowlands,Venezuela,1287,2014,70%,U.S.A.,2.75,Criollo (Porcelana),Venezuela
Menakao (aka Cinagra),Madagascar,837,2012,80%,Madagascar,2.5,Trinitario,Madagascar
Menakao (aka Cinagra),Madagascar,841,2012,72%,Madagascar,2.5,Trinitario,Madagascar
Mesocacao,Honduras,1347,2014,70%,Honduras,3.5,Amazon,Honduras
Mesocacao,Honduras,1347,2014,80%,Honduras,3.25,Trinitario (85% Criollo),Honduras
Mesocacao,"La Tronca, Matagalpa",1351,2014,80%,Honduras,3.5,Nacional,Nicaragua
Mesocacao,"La Tronca, Matagalpa",1351,2014,70%,Honduras,3.25,"Trinitario, Nacional",Nicaragua
Mesocacao,El Salvador,1494,2015,70%,Honduras,3.0,"Trinitario, Forastero",El Salvador
Mesocacao,El Salvador,1494,2015,80%,Honduras,2.75,blend,El Salvador
Metiisto,"Fazenda Sempre Firme P., Bahia",1267,2014,70%,Sweden,3.0,Matina,Brazil
Metiisto,Akesson Estate,1267,2014,72%,Sweden,3.5,Trinitario,Madagascar
Metropolitan,South America,1688,2015,70%,Amsterdam,3.5,Trinitario,South America
Michel Cluizel,Los Ancones P.,24,2006,67%,France,4.0,Nacional,Dominican Republic
Michel Cluizel,Mangaro P.,24,2006,65%,France,4.0,Trinitario,Madagascar
Michel Cluizel,Maralumi P.,24,2006,64%,France,4.0,"Blend-Forastero,Criollo",Papua New Guinea
Michel Cluizel,Tamarina,24,2006,70%,France,3.0,Forastero,Sao Tome
Michel Cluizel,Carre Amer,24,2006,60%,France,2.0,Criollo (Ocumare 61),Honduras
Michel Cluizel,Carre Grand Noir,24,2006,85%,France,2.0,"Criollo, Forastero","Cost Rica, Ven"
Michel Cluizel,Noir Infini,81,2006,99%,France,2.0,Criollo (Amarru),Martinique
Michel Cluizel,Vila Gracinda,135,2007,67%,France,3.5,Forastero,Sao Tome
Michel Cluizel,"Carenero Superior, Concepcion",117,2007,66%,France,3.5,Trinitario,Venezuela
Michel Cluizel,"Chiapas, Mokaya P.",963,2012,66%,France,3.75,Nacional,Mexico
Michel Cluizel,El Jardin,2020,2017,69%,France,3.25,Criollo (Ocumare),Colombia
Middlebury,Alto Beni,887,2012,75%,U.S.A.,2.0,Criollo,Bolivia
Middlebury,"Balinese, Java",887,2012,70%,U.S.A.,2.5,Criollo,Indonesia
Middlebury,Houseblend,887,2012,65%,U.S.A.,1.5,Forastero,Mexico
Middlebury,Belize,1117,2013,80%,U.S.A.,3.25,Trinitario,Belize
Middlebury,La Red,1117,2013,75%,U.S.A.,2.5,Criollo (Ocumare 67),Dominican Republic
Middlebury,Maya Mountain,1490,2015,80%,U.S.A.,3.5,Trinitario,Belize
Middlebury,Oko Caribe,1490,2015,75%,U.S.A.,3.75,Amazon mix,Dominican Republic
Middlebury,"Matagalpa, Cacao Bisiesto",1538,2015,70%,U.S.A.,3.5,Criollo,Nicaragua
Middlebury,Kokoa Kamili,1538,2015,75%,U.S.A.,3.25,Forastero (Catongo),Tanzania
Middlebury,San Juan Estate,1490,2015,70%,U.S.A.,3.5,Trinitario,Trinidad
Middlebury,"Patanemo, Epoch, Donaldo",1490,2015,75%,U.S.A.,3.75,Forastero (Nacional),Venezuela
Millcreek Cacao Roasters,Ecuador,825,2012,70%,U.S.A.,3.5,Criollo (Ocumare 67),Ecuador
Millcreek Cacao Roasters,Ecuador,1073,2013,70%,U.S.A.,2.5,Forastero (Nacional),Ecuador
Mindo,Ecuador,607,2010,67%,U.S.A.,2.75,"Criollo, Forastero",Ecuador
Mindo,Ecuador,607,2010,77%,U.S.A.,2.75,Forastero (Amelonado),Ecuador
Minimal,"Acul-du-Nord, 2015",1920,2016,70%,Japan,3.5,"Criollo, Trinitario",Haiti
Mirzam,India,1960,2017,65%,U.A.E.,3.5,Trinitario (85% Criollo),India
Mirzam,Madagascar,1960,2017,72%,U.A.E.,3.25,"Trinitario, TCGA",Madagascar
Mirzam,Papua New Guinea,1960,2017,72%,U.A.E.,3.0,"Criollo, Forastero",Papua New Guinea
Mirzam,Vietnam,1960,2017,65%,U.A.E.,3.5,"Criollo, +",Vietnam
Mission,"Bahia, Fazenda Venturosa",1626,2015,70%,Brazil,3.5,Forastero (Parazinho),Brazil
Mission,"Fazenda Camboa, Bahia",1880,2016,75%,Brazil,3.75,Criollo (Amarru),Brazil
Mita,Tumaco,955,2012,65%,Colombia,2.5,"Criollo, +",Colombia
Moho,"Umoho R., Toledo District, San Felipe",607,2010,67%,U.S.A.,2.75,Trinitario,Belize
Moho,"Toledo District, w/ nibs",1026,2013,73%,U.S.A.,3.25,Trinitario,Belize
Moho,Toledo District,1030,2013,72%,U.S.A.,3.0,Trinitario,Belize
Molucca,La Red,1614,2015,70%,U.S.A.,3.0,"Criollo, Forastero",Dominican Republic
Molucca,Indonesia,1618,2015,70%,U.S.A.,2.75,Nacional (Arriba),Indonesia
Molucca,Peru,1618,2015,70%,U.S.A.,3.25,Criollo (Amarru),Peru
Momotombo,Oscuro,772,2011,70%,Nicaragua,3.25,Trinitario (85% Criollo),Nicaragua
Momotombo,Matagalpa,661,2011,70%,Nicaragua,2.75,Beniano,Nicaragua
Momotombo,Mombacho,661,2011,70%,Nicaragua,2.75,"Trinitario, Nacional",Nicaragua
Monarque,Oko Caribe,1812,2016,72%,Canada,3.5,Amazon,Dominican Republic
Monsieur Truffe,Papaua New Guinea,1391,2014,70%,Australia,3.25,EET,Papua New Guinea
Montecristi,Manabi,1654,2015,63%,Ecuador,3.5,Criollo (Ocumare 67),Ecuador
Montecristi,Manabi,1658,2015,85%,Ecuador,3.5,Amazon mix,Ecuador
Montecristi,Manabi,1654,2015,70%,Ecuador,3.25,"Criollo, Trinitario",Ecuador
Muchomas (Mesocacao),Nicaragua,1462,2015,70%,U.S.A.,3.5,"Trinitario, Criollo",Nicaragua
Muchomas (Mesocacao),Nicaragua,1462,2015,80%,U.S.A.,3.5,Forastero (Arriba) ASS,Nicaragua
Mutari,"Oko Caribe, batch 1 SRB",1896,2016,71%,U.S.A.,2.75,Forastero (Nacional),Dominican Republic
Mutari,"Ambanja, batch 1 SRB",1900,2016,68%,U.S.A.,2.75,"Trinitario, Nacional",Madagascar
Mutari,"Kokoa Kamili, batch 1 SRB",1896,2016,68%,U.S.A.,2.75,Nacional (Arriba),Tanzania
Mutari,"Tien Giang, batch 1 SRB",1900,2016,80%,U.S.A.,3.0,Trinitario,Vietnam
Nahua,"Costa Rica, Oscuro",1049,2013,70%,Costa Rica,3.0,Criollo (Ocumare 61),Costa Rica
Nahua,"Costa Rica, Oscuro",1049,2013,58%,Costa Rica,2.5,Criollo (Ocumare),Costa Rica
Naive,Grenada,867,2012,71%,Lithuania,2.5,Trinitario,Grenada
Naive,"Maranon Canyon, Fortunato No. 4",1133,2013,78%,Lithuania,3.75,Forastero (Nacional),Peru
Naive,Trinidad & Tobago,1046,2013,70%,Lithuania,3.75,Matina,"Trinidad, Tobago"
Na�ve,Nicaragua,1379,2014,70%,Lithuania,3.25,Criollo,Nicaragua
Na�ve,Barinas,1399,2014,70%,Lithuania,3.0,CCN51,Venezuela
Na�ve,Chuao,1399,2014,75%,Lithuania,2.75,Trinitario,Venezuela
Nanea,Criollo Blend,1007,2013,85%,U.S.A.,3.5,Criollo (Ocumare 61),Hawaii
Nathan Miller,Hispaniola,1403,2014,70%,U.S.A.,2.5,"Blend-Forastero,Criollo",Dominican Republic
Nathan Miller,Ghana,1403,2014,70%,U.S.A.,3.5,Forastero,Ghana
Nathan Miller,Madagascar,1403,2014,73.5%,U.S.A.,2.5,Trinitario,Madagascar
Nathan Miller,Peru,1403,2014,72%,U.S.A.,2.25,"Trinitario, Criollo",Peru
Nearynogs,"Hispaniola, batch 170308",2060,2018,70%,Ireland,3.25,Criollo (Ocumare),Dominican Republic
Neuhaus (Callebaut),Sao Tome,15,2006,75%,Belgium,2.75,Forastero,Sao Tome
Neuhaus (Callebaut),Ocumare,24,2006,71%,Belgium,3.0,Criollo,Venezuela
Neuhaus (Callebaut),West Africa,15,2006,73%,Belgium,2.0,Forastero,West Africa
Neuhaus (Callebaut),Dark,135,2007,73%,Belgium,1.0,Criollo (Ocumare 67),"Peru, Madagascar"
Neuhaus (Callebaut),Manickchand Estate,230,2008,67%,Belgium,3.75,Trinitario,Trinidad
Neuhaus (Callebaut),Papua New Guinea,531,2010,70%,Belgium,2.5,Criollo,Papua New Guinea
Nibble,Elvesia P.,1526,2015,72%,U.S.A.,2.75,Trinitario,Dominican Republic
Nibble,"Ambanja, Sambirano Valley",1526,2015,72%,U.S.A.,3.0,Trinitario,Madagascar
Nibble,Tumbes,1526,2015,72%,U.S.A.,3.0,Criollo,Peru
Nibble,Patanemo,1526,2015,72%,U.S.A.,2.25,Criollo,Venezuela
Night Owl,Ecuador,1022,2013,75%,U.S.A.,3.5,CCN51,Ecuador
Night Owl,Peru,1022,2013,75%,U.S.A.,2.75,Forastero (Arriba) ASS,Peru
Noble Bean aka Jerjobo,Moho Valley,1299,2014,75%,U.S.A.,3.0,Trinitario,Belize
Noble Bean aka Jerjobo,Ghana,1295,2014,75%,U.S.A.,3.0,Forastero,Ghana
Noble Bean aka Jerjobo,Maranon Canyon,1299,2014,75%,U.S.A.,3.25,Forastero (Nacional),Peru
Noir d' Ebine,Ecuador,841,2012,70%,U.S.A.,3.0,Forastero (Catongo),Ecuador
Noir d' Ebine,Venezuela,837,2012,70%,U.S.A.,3.0,Forastero (Parazinho),Venezuela
Nova Monda,"Punta Galera, cacao Nacional, gold label",935,2012,80%,Nicaragua,3.25,Forastero (Nacional),Ecuador
Nova Monda,"La Patriota, cacao Indio, purple label",931,2012,70%,Nicaragua,3.0,Nacional,Nicaragua
Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",935,2012,75%,Nicaragua,2.75,Criollo (Ocumare 61),Nicaragua
Nuance,La Red,1470,2015,70%,U.S.A.,3.75,Nacional,Dominican Republic
Nuance,"Ecuador, 2013",1458,2015,70%,U.S.A.,2.75,Trinitario,Ecuador
Nuance,"Ghana, 2013",1454,2015,70%,U.S.A.,3.75,Forastero,Ghana
Nuance,"Sambirano Valley, 2012",1458,2015,70%,U.S.A.,3.5,Trinitario,Madagascar
Nuance,"Canoabo, 2013",1458,2015,70%,U.S.A.,3.0,Criollo,Venezuela
Nugali,Fazenda Leolinda,1876,2016,70%,Brazil,3.5,Trinitario (Scavina),Brazil
Oakland Chocolate Co.,Jamaica,478,2010,70%,U.S.A.,2.5,Trinitario,Jamaica
Obolo,Pangoa,1638,2015,70%,Chile,3.75,Criollo,Peru
Obolo,"Pangoa, w/ nibs",1638,2015,70%,Chile,3.75,Criollo,Peru
Ocelot,Virunga,1558,2015,70%,Scotland,3.75,Forastero,Congo
Ocelot,Piura,1558,2015,75%,Scotland,4.0,Criollo,Peru
Ocho,"PNG, Nib Bar",1411,2014,74%,New Zealand,3.5,Criollo (Wild),Papua New Guinea
Ocho,"PNG, Voodoo",1411,2014,88%,New Zealand,3.25,Trinitario (Amelonado),Papua New Guinea
Ocho,"PNG, Revolution",1411,2014,70%,New Zealand,3.0,Forastero (Arriba),Papua New Guinea
Ocho,"PNG, Devotion",1411,2014,66%,New Zealand,2.75,Forastero (Arriba),Papua New Guinea
Ocho,Sang Yum Coop,1760,2016,70%,New Zealand,3.5,Criollo (Ocumare 61),Samoa
Ocho,Sang Yum Coop,1760,2016,100%,New Zealand,2.75,blend,Samoa
Ohiyo,Tanzania,1598,2015,70%,U.S.A.,3.0,"Trinitario, TCGA",Tanzania
Ohiyo,"San Juan Estate, Gran Couva",1594,2015,70%,U.S.A.,2.75,Trinitario,Trinidad
Oialla by Bojessen (Malmo),"Sylvestre, Oialla",761,2011,70%,Germany,3.5,Criollo,Bolivia
Olive and Sinclair,Dark 75,457,2009,75%,U.S.A.,3.0,Forastero (Nacional),"Ghana, Domin. Rep"
Olive and Sinclair,Dark 67,457,2009,67%,U.S.A.,2.75,"Criollo, Forastero","Ghana, Domin. Rep"
Olive and Sinclair,Dominican Republic prototype,486,2010,72%,U.S.A.,3.0,Blend,Dominican Republic
Olive and Sinclair,Ghana prototype,486,2010,72%,U.S.A.,3.0,Forastero,Ghana
Olivia,Carribean-Raw,688,2011,85%,Canada,3.0,"Trinitario, Criollo",Carribean
Olivia,Carribean,688,2011,76%,Canada,2.75,CCN51,Carribean
Olivia,Carribean,688,2011,85%,Canada,2.75,Forastero (Catongo),Carribean
Olivia,Carribean-Raw,688,2011,76%,Canada,2.0,Forastero (Amelonado),Carribean
Omanhene,Ghana,693,2011,80%,Ghana,2.75,Forastero,Ghana
Omnom,Madagascar,1247,2014,66%,Iceland,3.5,Trinitario,Madagascar
Omnom,Papua New Guinea,1247,2014,70%,Iceland,3.0,Criollo (Ocumare 67),Papua New Guinea
Omnom,"Kakao Kamili, Kilombero Valley",1816,2016,70%,Iceland,3.75,Trinitario,Tanzania
Omnom,Nicaragua,2036,2018,73%,Iceland,3.0,"Trinitario, Nacional",Nicaragua
organicfair,Maya Mountain,1161,2013,74%,Canada,2.75,Trinitario,Belize
organicfair,Caribe,1165,2013,72%,Canada,3.0,Forastero (Parazinho),Dominican Republic
organicfair,La Red,1165,2013,72%,Canada,2.75,Trinitario (Amelonado),Dominican Republic
organicfair,Mindo,1165,2013,72%,Canada,3.0,Trinitario,Ecuador
organicfair,Nicaraqua,1165,2013,72%,Canada,2.75,Trinitario,Nicaragua
organicfair,Panama,2076,2018,71%,South Africa,3.0,"Criollo, +",Panama
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",341,2009,68%,Switzerland,3.25,Amazon,Bolivia
Original Beans (Felchlin),"D.R. Congo, Cru Virunga",331,2009,70%,Switzerland,3.0,Forastero,Congo
Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",341,2009,75%,Switzerland,3.0,Criollo,Peru
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R. 24hr c.",733,2011,66%,Switzerland,3.75,Forastero (Catongo),Bolivia
Original Beans (Felchlin),Papua Kerafat,1438,2014,68%,Switzerland,2.75,Nacional (Arriba),Papua New Guinea
Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",1442,2014,80%,Switzerland,3.25,Blend,South America
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Estate Grown",24,2006,60%,U.S.A.,3.0,Nacional (Arriba),Hawaii
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",316,2009,60%,U.S.A.,3.0,Criollo,Hawaii
Orquidea,Peru,859,2012,65%,Peru,3.0,"Amazon, ICS",Peru
Orquidea,Peru,859,2012,72%,Peru,3.0,Nacional (Arriba),Peru
Pacari,Raw,266,2008,70%,Ecuador,3.5,Forastero (Arriba),Ecuador
Pacari,Los Rios,224,2008,72%,Ecuador,3.0,Forastero (Arriba),Ecuador
Pacari,Manabi,224,2008,65%,Ecuador,2.75,Forastero (Arriba),Ecuador
Pacari,Esmeraldas,224,2008,60%,Ecuador,2.5,Forastero (Arriba),Ecuador
Pacari,Raw,266,2008,100%,Ecuador,2.0,Forastero (Arriba),Ecuador
Pacari,Nube- prototype,721,2011,70%,Ecuador,3.5,"Criollo, +",Ecuador
Pacari,"Ecuador, raw",817,2012,85%,Ecuador,2.75,Trinitario (Amelonado),Ecuador
Pacari,Piura,863,2012,70%,Ecuador,4.0,Trinitario (Scavina),Peru
Pacari,Tangara,1415,2014,70%,Ecuador,4.0,Criollo (Ocumare 77),Ecuador
Pacari,Montubia,1415,2014,70%,Ecuador,3.75,Beniano,Ecuador
Pacari,Cumbia,1415,2014,70%,Ecuador,3.5,Beniano,Ecuador
Pacari,Garaua,1415,2014,70%,Ecuador,3.25,Forastero (Amelonado),Ecuador
Pacari,"Sierra Nevada, Tutu Iku",1848,2016,70%,Ecuador,4.0,Criollo (Ocumare 61),Colombia
Palette de Bine,"Alto Beni, Palos Blancos",1239,2014,72%,Canada,2.75,"Criollo, +",Bolivia
Palette de Bine,"Camino Verde P., Balao, Guayas",1303,2014,75%,Canada,2.75,Forastero (Nacional),Ecuador
Palette de Bine,Sambirano,1239,2014,78%,Canada,3.75,Trinitario,Madagascar
Palette de Bine,Gran Couva,1399,2014,70%,Canada,3.75,Trinitario,Trinidad
Palette de Bine,Duo- Gran Couva & Camino Verde,1399,2014,75%,Canada,3.5,Blend,"Trinidad, Ecuador"
Palette de Bine,"Silvestre, La Paz, Beni",1570,2015,70%,Canada,3.25,Trinitario (85% Criollo),Bolivia
Palette de Bine,Kokoa Kamili,1574,2015,72%,Canada,3.5,"Trinitario, Forastero",Tanzania
Palette de Bine,"San Juan Estate, Gran Couva",1570,2015,70%,Canada,3.25,Trinitario,Trinidad
Palette de Bine,Lam Dong,1574,2015,72%,Canada,3.75,Trinitario,Vietnam
Palette de Bine,Maya Mtn,1720,2016,72%,Canada,3.0,Trinitario,Belize
Palette de Bine,Lachua,1720,2016,70%,Canada,2.75,Trinitario (Amelonado),Guatemala
Palette de Bine,Dominican Republic,2000,2017,75%,Canada,2.75,"Trinitario, Criollo",Dominican Republic
Palette de Bine,Pisa,1992,2017,70%,Canada,3.5,"Forastero(Arriba, CCN)",Haiti
Palette de Bine,Maranon,1992,2017,72%,Canada,2.75,Trinitario (85% Criollo),Peru
Pangea,Matasawalevu,1860,2016,76%,Spain,3.0,"Forastero, Trinitario",Fiji
Park 75,South America,1363,2014,65%,U.S.A.,3.5,"Criollo, Forastero",South America
Parliament,Alto Beni,1251,2014,70%,U.S.A.,3.0,Trinitario (Scavina),Bolivia
Parliament,Oko Caribe,1255,2014,70%,U.S.A.,3.5,"Amazon, ICS",Dominican Republic
Parliament,"Lachua, Q'egchi families",1542,2015,70%,U.S.A.,3.5,Trinitario,Guatemala
Parliament,Kilombero Valley,1856,2016,70%,U.S.A.,3.25,"Criollo, Forastero",Tanzania
Pascha,Peru,1137,2013,70%,Peru,2.75,"Criollo, Forastero",Peru
Pascha,Peru,1137,2013,55%,Peru,2.5,"Amazon, ICS",Peru
Patric,Madagascar,196,2007,70%,U.S.A.,4.0,Trinitario,Madagascar
Patric,Madagascar,331,2009,75%,U.S.A.,4.0,Trinitario,Madagascar
Patric,Madagascar,439,2009,67%,U.S.A.,3.5,Trinitario,Madagascar
Patric,"Rio Caribe, Paria Penninsula",439,2009,70%,U.S.A.,3.5,Trinitario,Venezuela
Patric,Signature Blend,636,2011,70%,U.S.A.,3.75,Blend,blend
Patric,"Piura, Choc. Garage Exclusive",1034,2013,67%,U.S.A.,4.0,"Trinitario, TCGA",Peru
Paul Young,"Madagascar, w/ shell",1271,2014,64%,U.K.,2.75,Trinitario,Madagascar
Paul Young,"Madagascar, w/ shell",1271,2014,73%,U.K.,2.25,Trinitario,Madagascar
Peppalo,Dominican Republic,1454,2015,82%,U.S.A.,3.0,Matina,Dominican Republic
Pierre Marcolini,"Kendem Lembu, Java",93,2006,72%,Belgium,3.0,Criollo,Indonesia
Pierre Marcolini,"Porcelana, Tabasco,  Limited Ed.",81,2006,72%,Belgium,4.0,Criollo,Mexico
